Nama,Jurusan,Sekolah/Universitas,"QR Code Path",Waktu
Komar,Manajeman,Harvard,qrcodes/e175a551473d30b0c23844fc788a5bef.png,"2024-09-20 04:41:29"
Komar,Manajeman,Harvard,qrcodes/e175a551473d30b0c23844fc788a5bef.png,"2024-09-20 04:41:29"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/4af0b5b318a470b6384c9b2c17f87a17.png,"2024-09-20 04:41:30"
Komar,Manajeman,Harvard,qrcodes/a0e061cca03e99aba62aff74c4cf2467.png,"2024-09-20 04:46:29"
Firgi,"Sistem Informasi","ARS University",qrcodes/140280e1fd2b531d2400b0a9d2533cb8.png,"2024-09-20 04:54:24"
koko,IPA,"SMA 8",qrcodes/a38b5c871d1ab9ffdcc2101ba501a384.png,"2024-09-20 05:05:01"
"Satria Bakti Kusuma",Manajeman,UNIKOM,qrcodes/b3d03a73543e560a8412d095f7c957fc.png,"2024-09-20 08:34:45"
yoga,Manajeman,UNIKOM,qrcodes/1eb65469920a249471a7072c08aceb07.png,"2024-09-20 08:39:10"
Kocak,Kocak,Harvard,qrcodes/34a64869e064917da4a0237b9abbf49c.png,"2024-09-21 09:57:04"
Tolo,Kocak,"ARS University",qrcodes/7a5813d8e465f3801fbaa132a9e4f5ec.png,"2024-09-21 11:08:40"
pirgi,si,ars,qrcodes/d0ec1d32dbf0896a1522f8bdfd0f2647.png,"2024-09-22 10:33:51"
"Stephen Kusnandar",Manajeman,UNIKOM,qrcodes/02f63bf20152b75a4274ffe295a40890.png,"2024-09-22 11:46:56"
Firgi,"Sistem Informasi","ARS University",qrcodes/040b31b92fdf4b7b98f6e30bfc8f8da3.png,"2024-09-23 04:11:32"
"Satria Bakti Kusuma","Teknik Informatika",UNIKOM,JDIH,qrcodes/1b3ae719f477900565a1f09f2fb25cef.png,"2024-09-23 04:36:06"
"Rowan Willy San Remo","Teknik Informatika","STMIK Mardira Indonesia",JDIH,qrcodes/8a5a00ea1f0a932e9fcf43a8b6ca7d20.png,"2024-09-23 04:48:13"
"Firgi Ahmad Dilla","Sistem Informasi","ARS University",JDIH,qrcodes/a17a9c07c7cd07d62e91879087971bb5.png,"2024-09-23 05:10:49"
toto,"Sistem Informasi",UNIKOM,JDIH,qrcodes/c612d5559f55d92e9f641b36a6b12bd5.png,"2024-09-23 08:35:20"
"kamischa cahya camellia","manajemen perkantoran","smk pasundan 1 bandung",perpustakaan,qrcodes/f31ffab268f33cd9e96fc8e3af50fde6.png,"2024-09-23 08:43:48"
januar,"Sistem Informasi",UNIKOM,Persidangan,qrcodes/6b727adc499ac0903836523e6a676726.png,"2024-09-23 08:48:30"
bambang,"Sistem Informasi",ars,Persidangan,qrcodes/eddaf27075e6306f04d5b5c6abe5bf41.png,"2024-09-24 04:56:39"
Lala,Manajeman,UNIKOM,Persidangan,qrcodes/44fc4ac4dcb6b07d5354d16e9d25bf15.png,"2024-09-24 09:32:46"
Firgi,Manajeman,Harvard,perpustakaan,qrcodes/19ae8b93d23d9b11b96f02aaf8a7b22d.png,"2024-09-24 10:59:33"
Firgi,"Sistem Informasi",UNIKOM,JDIH,qrcodes/188ba56729ceedb04a50f7f008d2a46a.png,"2024-09-24 13:00:55"
nandi,"Sistem Informasi","ARS University",Persidangan,qrcodes/54791dec453c547c6973865926f76434.png,"2024-09-24 14:09:27"
Panji,Akutansi,Harvard,Persidangan,qrcodes/db303982b3038d63bb29c33b5042d5de.png,"2024-09-24 15:12:16"
"Firgi Ahmad Dilla","Sistem Informasi","ARS University",JDIH,qrcodes/92ce903e62bf2e473bb6830069f05905.png,"2024-09-24 15:39:31"
"Ricardo Kaka",Manajeman,Untat,Perpustakaan,qrcodes/3bb1cfa336a3544a9b8ea8b4e1a1427a.png,"2024-09-24 16:22:19"
Akang,Pariwisata,Harvard,Perpustakaan,qrcodes/a8b3469665bb34c6d589b6eedc69ec7f.png,"2024-09-24 16:32:07"
Kocak,"Teknik Mati-matian Mencintaimu","SMA 8",Perpustakaan,qrcodes/709d7f87e017345d3ec5f3500768b20b.png,"2024-09-24 16:34:45"
Kocak,"Teknik Mati-matian Mencintaimu","SMA 8",Perpustakaan,qrcodes/49abe11c6a5c22801012a863d2edd000.png,"2024-09-24 16:35:12"
Lili,Manajeman,UNIKOM,Persidangan,qrcodes/36acd9f1034e00a0cd227a8f936e4b77.png,"2024-09-25 02:45:12"
"Darayani Haq","Teknik Informatika",UNIKOM,JDIH,qrcodes/4c58d6e89abc0be008cf1190738589d7.png,"2024-09-25 03:58:24"
Olga,Manajeman,UNIKOM,JDIH,qrcodes/de7fee53b3c3949d22e55bb48e1e2b63.png,"2024-09-25 08:31:24"
Tutut,"Sistem Informasi","ARS University",JDIH,qrcodes/2b2275b83e64eb4aa24c4878e957a9ef.png,"2024-10-01 10:36:06"
Willy,"Teknik Informatika",Harvard,JDIH,qrcodes/f1cda41864563c7f128cc12e36d9b94d.png,"2024-10-02 04:03:07"
januar,TI,Harvard,Persidangan,qrcodes/c842e9eea7969320d6f2bad497119a55.png,"2024-10-02 06:08:54"
Nunu,Matematika,"SMA 8","Bagian Umum",qrcodes/ec698c6fa78f4df96044b137725b93aa.png,"2024-10-03 04:54:13"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/1e4ea7f9d04888eaff7419f18ca45833.png,"2024-10-03 05:02:28"
Nunu,"Teknik Informatika",UNIKOM,JDIH,qrcodes/f4dc6fc611629fb7803446651e03c35d.png,"2024-10-03 05:19:54"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/6758c3223deb9a93182ebe5255108509.png,,"2024-10-03 05:25:20"
Nunu,"Sistem Informasi",UNIKOM,JDIH,qrcodes/c016c95d61ba0be2d113e5efd6b875eb.png,,"2024-10-03 05:35:59"
Nunu,Manajeman,Harvard,JDIH,qrcodes/d05e2e425630802239f6412a5b50805a.png,,"2024-10-03 05:50:04"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/4840771b7f1c72faac02e756a8db7bc0.png,,"2024-10-03 05:55:38"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/efc04fdb03b615c7d1c470faa317eafc.png,,"2024-10-03 06:01:31"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/0c9ef0f934b5935254e7c7705611b535.png,,"2024-10-03 06:02:57"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/5adfd364417338c608ff139c3dce115d.png,,"2024-10-03 06:11:23"
Nunu,"Sistem Informasi",Harvard,JDIH,qrcodes/c3144b7cdec7cc1beaa91c4fbc65e3a4.png,uploads/66fe1d2bbe5d09.41919723.jpg,"2024-10-03 06:27:54"
